"","x"
"225",1
"226",0
"227",1
"228",0
"229",1
"230",1
"231",1
"232",1
"233",0
"234",0
"235",0
"236",0
"237",0
"238",0
"239",1
"240",0
"241",0
"242",1
"243",0
"244",0
"245",0
"246",0
"247",1
"248",0
"249",1
"250",1
"251",1
"252",0
"253",1
"254",1
"255",1
"256",0
"257",0
"258",0
"259",0
"260",1
"261",0
"262",0
"263",0
"264",0
"265",0
"266",0
"267",0
"268",0
"269",1
"270",0
"271",0
"272",0
"273",0
"274",1
"275",0
"276",0
"277",1
"278",0
"279",1
"280",1
"281",0
"282",0
"283",1
"284",1
"285",0
"286",0
"287",1
"288",0
"289",0
"290",0
"291",1
"292",1
"293",1
"294",1
"295",0
"296",0
"297",0
"298",0
"299",0
"300",0
"301",0
"302",0
"303",0
"304",0
"305",0
"306",0
"307",0
"308",0
"309",0
"310",0
"311",0
"312",0
"313",0
"314",0
"315",0
"316",1
"317",0
"318",0
"319",0
"320",0
"321",0
"322",0
"323",0
"324",0
"325",0
"326",0
"327",0
"328",1
"329",0
"330",0
"331",0
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",0
"340",0
"341",0
"342",0
"343",0
"344",1
"345",1
"346",0
"347",0
"348",0
"349",0
"350",0
"351",0
"352",0
"353",0
"354",1
"355",0
"356",0
"357",0
"358",0
"359",0
"360",0
"361",0
"362",0
"363",0
"364",1
"365",0
"366",1
"367",1
"368",1
"369",0
"370",0
"371",0
"372",0
"373",0
"374",0
"375",0
"376",0
"377",0
"378",1
"379",0
"380",0
"381",0
"382",0
"383",0
"384",0
"385",0
"386",0
"387",0
"388",1
"389",1
"390",0
"391",0
"392",0
"393",0
"394",0
"395",0
"396",0
"397",0
"398",0
"399",0
"400",0
"401",0
"402",0
"403",0
"404",1
"405",0
"406",0
"407",0
"408",1
"409",0
"410",0
"411",0
"412",0
"413",0
"414",0
"415",0
"416",0
"417",0
"418",0
"419",0
"420",0
"421",0
"422",0
"423",0
"424",1
"425",0
"426",0
"427",0
"428",0
"429",0
"430",0
"431",0
"432",0
"433",0
"434",1
"435",1
"436",0
"437",0
"438",0
"439",0
"440",1
"441",0
"442",0
"443",1
"444",1
"445",0
"446",0
"447",0
"448",0
"449",0
"450",0
"451",1
"452",0
"453",0
"454",0
"455",0
"456",0
"457",0
"458",1
"459",0
"460",0
"461",0
"462",0
"463",0
"464",0
"465",1
"466",0
"467",0
"468",0
"469",0
"470",0
"471",1
"472",1
"473",1
"474",0
"475",0
"476",0
"477",0
"478",1
"479",1
"480",1
"481",0
"482",0
"483",1
"484",1
"485",0
"486",0
"487",1
"488",1
"489",0
"490",1
"491",0
"492",0
"493",1
"494",1
"495",0
"496",0
"497",0
"498",0
"499",0
"500",0
"501",1
"502",0
"503",1
"504",1
"505",1
"506",1
"507",0
"508",0
"509",0
"510",1
"511",1
"512",1
"513",1
"514",1
"515",0
"516",0
"517",0
"518",1
"519",0
"520",0
"521",0
"522",0
"523",0
"524",0
"525",1
"526",0
"527",1
"528",1
"529",1
"530",1
"531",1
"532",1
"533",1
"534",1
"535",0
"536",1
"537",0
"538",0
"539",1
"540",1
"541",0
"542",0
"543",0
"544",1
"545",0
"546",0
"547",1
"548",0
"549",1
"550",1
"551",1
"552",0
"553",0
"554",0
"555",1
"556",1
"557",1
"558",1
"559",0
"560",0
"561",1
"562",1
"563",1
"564",1
"565",1
"566",0
"567",1
"568",0
"569",1
"570",0
"571",1
"572",0
"573",0
"574",0
"575",0
"576",0
"577",1
"578",0
"579",0
"580",0
"581",1
"582",1
"583",0
"584",1
"585",0
"586",0
"587",0
"588",0
"589",1
"590",1
"591",1
"592",1
"593",0
"594",1
"595",0
"596",1
"597",0
"598",0
"599",0
"600",0
"601",0
"602",0
"603",1
"604",1
"605",1
"606",0
"607",0
"608",0
"609",0
"610",0
"611",0
"612",0
"613",0
"614",0
"615",0
"616",0
"617",0
"618",1
"619",0
"620",0
"621",1
"622",0
"623",1
"624",1
"625",0
"626",0
"627",0
"628",1
"629",1
"630",0
"631",0
"632",0
"633",0
"634",0
"635",0
"636",1
"637",1
"638",0
"639",1
"640",1
"641",0
"642",0
"643",0
"644",0
"645",1
"646",1
"647",0
"648",0
"649",0
"650",0
"651",0
"652",0
"653",0
"654",1
"655",0
"656",0
"657",0
"658",0
"659",0
"660",0
"661",0
"662",0
"663",0
"664",0
"665",0
"666",0
"667",0
"668",0
"669",0
"670",0
"671",0
"672",1
"673",0
"674",0
"675",0
"676",0
"677",1
"678",0
"679",0
"680",0
"681",0
"682",0
"683",0
"684",0
"685",0
"686",0
"687",0
"688",0
"689",0
"690",0
"691",1
"692",0
"693",0
"694",0
"695",0
"696",0
"697",0
"698",0
"699",0
"700",0
"701",1
"702",0
"703",0
"704",0
"705",0
"706",0
"707",0
"708",0
"709",0
"710",0
"711",0
"712",0
"713",0
"714",0
"715",0
"716",0
"717",0
"718",0
"719",0
"720",0
"721",0
"722",0
"723",0
"724",0
"725",0
"726",0
"727",0
"728",0
"729",0
"730",0
"731",0
"732",1
"733",0
"734",0
"735",0
"736",0
"737",0
"738",0
"739",0
"740",0
"741",0
"742",0
"743",0
"744",0
"745",0
"746",0
"747",0
"748",0
"749",0
"750",0
"751",0
"752",0
"753",1
"754",0
"755",0
"756",0
"757",0
"758",0
"759",0
"760",0
"761",0
"762",0
"763",0
"764",0
"765",0
"766",0
"767",1
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",1
"777",1
"778",0
"779",0
"780",1
"781",1
"782",0
"783",0
"784",0
"785",1
"786",1
"787",1
"788",0
"789",1
"790",0
"791",1
"792",1
"793",0
"794",0
"795",0
"796",0
"797",0
"798",0
"799",1
"800",1
"801",0
"802",0
"803",0
"804",0
"805",0
"806",1
"807",0
"808",0
"809",0
"810",0
"811",0
"812",1
"813",0
"814",0
"815",0
"816",1
"817",1
"818",0
"819",0
"820",0
"821",0
"822",0
"823",0
"824",0
"825",1
"826",1
"827",1
"828",1
"829",1
"830",0
"831",1
"832",0
"833",0
"834",0
"835",0
"836",0
"837",0
"838",0
"839",0
"840",1
"841",1
"842",0
"843",0
"844",1
"845",1
"846",0
"847",1
"848",0
"849",1
"850",1
"851",1
"852",1
"853",0
"854",0
"855",0
"856",0
"857",0
"858",0
"859",1
"860",1
"861",0
"862",0
"863",0
"864",1
"865",1
"866",1
"867",1
"868",1
"869",1
"870",0
"871",1
"872",1
"873",0
"874",0
"875",1
"876",0
"877",0
"878",0
"879",1
"880",0
"881",1
"882",1
"883",1
"884",1
"885",0
"886",1
"887",1
"888",1
"889",1
"890",0
"891",0
"892",1
"893",0
"894",0
"895",1
"896",1
"897",1
"898",0
"899",1
"900",1
"901",1
"902",1
"903",1
"904",1
"905",1
"906",1
"907",1
"908",1
"909",1
"910",1
"911",0
"912",1
"913",0
"914",1
"915",0
"916",1
"917",1
"918",1
"919",1
"920",1
"921",1
"922",1
"923",1
"924",1
"925",0
"926",0
"927",0
"928",0
"929",1
"930",0
"931",0
"932",0
"933",1
"934",1
"935",0
"936",0
"937",0
"938",1
"939",0
"940",0
"941",0
"942",0
"943",0
"944",1
"945",1
"946",0
"947",0
"948",0
"949",0
"950",0
"951",1
"952",1
"953",0
"954",0
"955",1
"956",1
"957",1
"958",0
"959",0
"960",0
"961",0
"962",1
"963",0
"964",0
"965",1
"966",1
"967",1
"968",0
"969",1
"970",0
"971",0
"972",0
"973",1
"974",1
"975",1
"976",1
"977",1
"978",1
"979",0
"980",0
"981",0
"982",1
"983",0
"984",0
"985",1
"986",0
"987",0
"988",1
"989",0
"990",0
"991",0
"992",0
"993",0
"994",1
"995",1
"996",1
"997",1
"998",1
"999",1
"1000",0
"1001",0
"1002",0
"1003",0
"1004",0
"1005",0
"1006",1
"1007",1
"1008",1
"1009",1
"1010",1
"1011",0
"1012",0
"1013",0
"1014",0
"1015",0
"1016",1
"1017",1
"1018",0
"1019",0
"1020",1
"1021",1
"1022",0
"1023",0
"1024",1
"1025",1
"1026",0
"1027",0
"1028",0
"1029",1
"1030",1
"1031",0
"1032",0
"1033",1
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",1
"1047",1
"1048",0
"1049",0
"1050",0
"1051",0
"1052",0
"1053",0
"1054",0
"1055",0
"1056",1
"1057",0
"1058",0
"1059",1
"1060",0
"1061",0
"1062",0
"1063",0
"1064",0
"1065",1
"1066",1
"1067",0
"1068",0
"1069",1
"1070",0
"1071",0
"1072",0
"1073",0
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",0
"1084",0
"1085",0
"1086",0
"1087",0
"1088",0
"1089",0
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",1
"1096",0
"1097",0
"1098",0
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",0
"1105",0
"1106",0
"1107",0
"1108",0
"1109",1
"1110",0
"1111",1
"1112",0
"1113",0
"1114",1
"1115",0
"1116",1
"1117",0
"1118",0
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0
"1125",0
"1126",0
"1127",1
"1128",0
"1129",1
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",0
"1139",1
"1140",1
"1141",0
"1142",1
"1143",0
"1144",0
"1145",1
"1146",0
"1147",0
"1148",0
"1149",0
"1150",0
"1151",0
"1152",0
"1153",0
"1154",0
"1155",0
"1156",0
"1157",0
"1158",0
"1159",0
"1160",0
"1161",0
"1162",0
"1163",1
"1164",1
"1165",1
"1166",0
"1167",1
"1168",1
"1169",1
"1170",0
"1171",0
"1172",0
"1173",1
"1174",0
"1175",0
"1176",0
"1177",0
"1178",0
"1179",0
"1180",0
"1181",0
"1182",0
"1183",0
"1184",0
"1185",0
"1186",1
"1187",0
"1188",0
"1189",0
"1190",0
"1191",0
"1192",0
"1193",0
"1194",0
"1195",1
"1196",0
"1197",1
"1198",1
"1199",1
"1200",0
"1201",0
"1202",0
"1203",1
"1204",1
"1205",0
"1206",1
"1207",1
"1208",1
"1209",1
"1210",0
"1211",0
"1212",0
"1213",0
"1214",0
"1215",0
"1216",1
"1217",1
"1218",1
"1219",0
"1220",0
"1221",1
"1222",0
"1223",1
"1224",1
"1225",1
"1226",1
"1227",0
"1228",0
"1229",0
"1230",0
"1231",1
"1232",1
"1233",1
"1234",0
"1235",0
"1236",1
"1237",1
"1238",1
"1239",0
"1240",0
"1241",0
"1242",0
"1243",1
"1244",0
"1245",1
"1246",0
"1247",0
"1248",0
"1249",1
"1250",0
"1251",1
"1252",0
"1253",0
"1254",0
"1255",1
"1256",0
"1257",1
"1258",0
"1259",0
"1260",0
"1261",0
"1262",0
"1263",1
"1264",0
"1265",1
"1266",1
"1267",1
"1268",1
"1269",1
"1270",1
"1271",1
"1272",0
"1273",1
"1274",1
"1275",0
"1276",0
"1277",1
"1278",0
"1279",0
"1280",0
"1281",0
"1282",0
"1283",0
"1284",1
"1285",0
"1286",0
"1287",0
"1288",0
"1289",1
"1290",1
"1291",1
"1292",0
"1293",0
"1294",0
"1295",0
"1296",0
"1297",1
"1298",0
"1299",0
"1300",1
"1301",0
"1302",0
"1303",0
"1304",0
"1305",0
"1306",1
"1307",0
"1308",1
"1309",1
"1310",1
"1311",1
"1312",0
"1313",1
"1314",0
"1315",1
"1316",1
"1317",0
"1318",1
"1319",0
"1320",0
"1321",1
"1322",1
"1323",1
"1324",0
"1325",1
"1326",0
"1327",1
"1328",1
"1329",0
"1330",0
"1331",0
"1332",0
"1333",1
"1334",0
"1335",0
"1336",1
"1337",1
"1338",1
"1339",0
"1340",1
"1341",0
"1342",0
"1343",0
"1344",0
"1345",0
"1346",0
"1347",0
"1348",0
"1349",0
"1350",0
"1351",0
"1352",0
"1353",1
"1354",0
"1355",1
"1356",0
"1357",0
"1358",1
"1359",1
"1360",1
"1361",1
"1362",0
"1363",1
"1364",0
"1365",0
"1366",0
"1367",0
"1368",0
"1369",0
"1370",0
"1371",0
"1372",0
"1373",0
"1374",0
"1375",0
"1376",0
"1377",0
"1378",0
"1379",0
"1380",0
"1381",0
"1382",0
"1383",0
"1384",0
"1385",0
"1386",0
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",0
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",0
"1403",0
"1404",0
"1405",0
"1406",0
"1407",0
"1408",0
"1409",0
"1410",0
"1411",0
"1412",0
"1413",0
"1414",0
"1415",0
"1416",0
"1417",1
"1418",0
"1419",0
"1420",0
"1421",0
"1422",0
"1423",0
"1424",1
"1425",1
"1426",0
"1427",0
"1428",0
"1429",0
"1430",0
"1431",0
"1432",0
"1433",1
"1434",0
"1435",0
"1436",0
"1437",0
"1438",0
"1439",0
"1440",0
"1441",0
"1442",0
"1443",0
"1444",0
"1445",0
"1446",0
"1447",0
"1448",0
"1449",1
"1450",0
"1451",0
"1452",1
"1453",0
"1454",0
"1455",0
"1456",0
"1457",0
"1458",0
"1459",0
"1460",0
"1461",0
"1462",0
"1463",0
"1464",0
"1465",0
"1466",0
"1467",0
"1468",0
"1469",1
"1470",1
"1471",0
"1472",0
"1473",0
"1474",0
"1475",1
"1476",1
"1477",0
"1478",0
"1479",0
"1480",1
"1481",1
"1482",0
"1483",1
"1484",0
"1485",0
"1486",0
"1487",0
"1488",0
"1489",0
"1490",0
"1491",1
"1492",0
"1493",0
"1494",0
"1495",0
"1496",0
"1497",1
"1498",0
"1499",0
"1500",0
"1501",1
"1502",1
"1503",0
"1504",0
"1505",0
"1506",1
"1507",0
"1508",0
"1509",0
"1510",0
"1511",1
"1512",1
"1513",0
"1514",0
"1515",0
"1516",0
"1517",0
"1518",0
"1519",0
"1520",1
"1521",1
"1522",0
"1523",1
"1524",0
"1525",0
"1526",0
"1527",0
"1528",0
"1529",0
"1530",1
"1531",0
"1532",1
"1533",0
"1534",1
"1535",0
"1536",0
"1537",1
"1538",1
"1539",0
"1540",1
"1541",0
"1542",1
"1543",1
"1544",0
"1545",0
"1546",0
"1547",0
"1548",0
"1549",1
"1550",1
"1551",1
"1552",0
"1553",1
"1554",1
"1555",0
"1556",0
"1557",0
"1558",1
"1559",1
"1560",1
"1561",1
"1562",0
"1563",0
"1564",0
"1565",1
"1566",1
"1567",0
"1568",0
"1569",0
"1570",0
"1571",0
"1572",0
"1573",0
"1574",0
"1575",1
"1576",1
"1577",1
"1578",0
"1579",0
"1580",1
"1581",1
"1582",0
"1583",1
"1584",1
"1585",0
"1586",1
"1587",1
"1588",0
"1589",0
"1590",0
"1591",1
"1592",0
"1593",1
"1594",0
"1595",0
"1596",0
"1597",1
"1598",1
"1599",1
"1600",0
"1601",0
"1602",0
"1603",1
"1604",0
"1605",1
"1606",0
"1607",1
"1608",1
"1609",0
"1610",0
"1611",0
"1612",0
"1613",0
"1614",1
"1615",0
"1616",1
"1617",1
"1618",0
"1619",1
"1620",1
"1621",1
"1622",0
"1623",0
"1624",0
"1625",1
"1626",0
"1627",0
"1628",1
"1629",0
"1630",0
"1631",0
"1632",1
"1633",1
"1634",0
"1635",0
"1636",1
"1637",1
"1638",0
"1639",1
"1640",1
"1641",0
"1642",0
"1643",1
"1644",1
"1645",1
"1646",1
"1647",0
"1648",0
"1649",0
"1650",0
"1651",0
"1652",0
"1653",1
"1654",1
"1655",1
"1656",1
"1657",0
"1658",0
"1659",1
"1660",0
"1661",0
"1662",1
"1663",1
"1664",0
"1665",0
"1666",0
"1667",0
"1668",0
"1669",1
"1670",0
"1671",0
"1672",0
"1673",0
"1674",0
"1675",1
"1676",1
"1677",0
"1678",1
"1679",1
"1680",1
"1681",0
"1682",0
"1683",0
"1684",1
"1685",0
"1686",0
"1687",0
"1688",0
"1689",0
"1690",0
"1691",0
"1692",0
"1693",1
"1694",0
"1695",0
"1696",0
"1697",1
"1698",0
"1699",0
"1700",0
"1701",0
"1702",0
"1703",0
"1704",0
"1705",0
"1706",0
"1707",1
"1708",1
"1709",0
"1710",0
"1711",0
"1712",0
"1713",0
"1714",0
"1715",0
"1716",0
"1717",0
"1718",0
"1719",0
"1720",0
"1721",0
"1722",1
"1723",0
"1724",0
"1725",0
"1726",0
"1727",0
"1728",0
"1729",1
"1730",0
"1731",0
"1732",0
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",0
"1744",0
"1745",0
"1746",0
"1747",0
"1748",0
"1749",0
"1750",0
"1751",1
"1752",0
"1753",0
"1754",0
"1755",1
"1756",0
"1757",0
"1758",0
"1759",1
"1760",0
"1761",0
"1762",0
"1763",0
"1764",0
"1765",0
"1766",0
"1767",0
"1768",0
"1769",0
"1770",0
"1771",0
"1772",0
"1773",0
"1774",0
"1775",0
"1776",0
"1777",0
"1778",0
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",1
"1785",1
"1786",0
"1787",0
"1788",0
"1789",0
"1790",0
"1791",0
"1792",0
"1793",0
"1794",0
"1795",0
"1796",1
"1797",1
"1798",1
"1799",1
"1800",0
"1801",0
"1802",0
"1803",0
"1804",0
"1805",0
"1806",0
"1807",0
"1808",1
"1809",0
"1810",0
"1811",0
"1812",0
"1813",0
"1814",0
"1815",1
"1816",1
"1817",0
"1818",0
"1819",0
"1820",0
"1821",0
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",1
"1833",0
"1834",0
"1835",0
"1836",0
"1837",0
"1838",0
"1839",0
"1840",0
"1841",1
"1842",0
"1843",0
"1844",0
"1845",0
"1846",1
"1847",0
"1848",0
"1849",0
"1850",0
"1851",0
"1852",0
"1853",0
"1854",0
"1855",0
"1856",0
"1857",0
"1858",0
"1859",0
"1860",0
"1861",0
"1862",0
"1863",1
"1864",0
"1865",0
"1866",0
"1867",0
"1868",0
"1869",0
"1870",0
"1871",0
"1872",1
"1873",0
"1874",0
"1875",0
"1876",1
"1877",1
"1878",0
"1879",0
"1880",1
"1881",0
"1882",0
"1883",0
"1884",1
"1885",0
"1886",1
"1887",0
"1888",0
"1889",0
"1890",0
"1891",0
"1892",0
"1893",0
"1894",0
"1895",0
"1896",0
"1897",1
"1898",0
"1899",0
"1900",0
"1901",0
"1902",0
"1903",1
"1904",0
"1905",0
"1906",0
"1907",0
"1908",0
"1909",1
"1910",1
"1911",0
"1912",0
"1913",1
"1914",0
"1915",0
"1916",0
"1917",0
"1918",0
"1919",0
"1920",0
"1921",1
"1922",0
"1923",0
"1924",0
"1925",0
"1926",1
"1927",0
"1928",0
"1929",0
"1930",0
"1931",1
"1932",0
"1933",0
"1934",0
"1935",1
"1936",1
"1937",1
"1938",0
"1939",1
"1940",0
"1941",0
"1942",1
"1943",1
"1944",0
"1945",1
"1946",1
"1947",1
"1948",1
"1949",0
"1950",1
"1951",0
"1952",0
"1953",0
"1954",1
"1955",0
"1956",0
"1957",0
"1958",0
"1959",0
"1960",0
"1961",1
"1962",1
"1963",0
"1964",1
"1965",0
"1966",0
"1967",0
"1968",0
"1969",1
"1970",0
"1971",0
"1972",1
"1973",1
"1974",1
"1975",0
"1976",1
"1977",1
"1978",1
"1979",1
"1980",1
"1981",0
"1982",0
"1983",0
"1984",0
"1985",0
"1986",1
"1987",0
"1988",0
"1989",0
"1990",1
"1991",0
"1992",1
"1993",1
"1994",1
"1995",0
"1996",0
"1997",1
"1998",1
"1999",0
"2000",0
"2001",0
"2002",0
"2003",0
"2004",0
"2005",0
"2006",0
"2007",0
"2008",1
"2009",1
"2010",1
"2011",0
"2012",0
"2013",0
"2014",1
"2015",0
"2016",0
"2017",1
"2018",0
"2019",0
"2020",0
"2021",0
"2022",0
"2023",0
"2024",0
"2025",0
"2026",0
"2027",1
"2028",1
"2029",1
"2030",1
"2031",1
"2032",0
"2033",0
"2034",0
"2035",1
"2036",0
"2037",1
"2038",1
"2039",1
"2040",0
"2041",0
"2042",1
"2043",1
"2044",1
"2045",1
"2046",1
"2047",0
"2048",0
"2049",1
"2050",1
"2051",1
"2052",1
"2053",0
"2054",1
"2055",1
"2056",1
"2057",0
"2058",0
"2059",1
"2060",1
"2061",1
"2062",1
"2063",0
"2064",0
"2065",1
"2066",0
"2067",0
"2068",0
"2069",0
"2070",0
"2071",0
"2072",0
"2073",0
"2074",0
"2075",0
"2076",1
"2077",0
"2078",1
"2079",0
"2080",1
"2081",0
"2082",1
"2083",0
"2084",0
"2085",1
"2086",0
"2087",0
"2088",0
"2089",0
"2090",0
"2091",0
"2092",0
"2093",1
"2094",0
"2095",0
"2096",0
"2097",1
"2098",0
"2099",1
"2100",1
"2101",1
"2102",0
"2103",1
"2104",1
"2105",1
"2106",1
"2107",1
"2108",0
"2109",1
"2110",0
"2111",0
"2112",1
"2113",1
"2114",0
"2115",0
"2116",0
"2117",0
"2118",1
"2119",1
"2120",0
"2121",0
"2122",0
"2123",0
"2124",0
"2125",1
"2126",1
"2127",0
"2128",0
"2129",0
"2130",0
"2131",1
"2132",0
"2133",0
"2134",0
"2135",0
"2136",0
"2137",0
"2138",0
"2139",0
"2140",0
"2141",0
"2142",0
"2143",0
"2144",0
"2145",0
"2146",0
"2147",0
"2148",0
"2149",0
"2150",1
"2151",1
"2152",0
"2153",1
"2154",0
"2155",0
"2156",1
"2157",1
"2158",0
"2159",0
"2160",0
"2161",0
"2162",0
"2163",0
"2164",0
"2165",1
"2166",0
"2167",0
"2168",0
"2169",1
"2170",0
"2171",1
"2172",0
"2173",0
"2174",0
"2175",0
"2176",0
"2177",0
"2178",0
"2179",0
"2180",0
"2181",0
"2182",0
"2183",0
"2184",0
"2185",0
"2186",1
"2187",1
"2188",0
"2189",0
"2190",0
"2191",0
"2192",0
"2193",0
"2194",0
"2195",0
"2196",1
"2197",0
"2198",0
"2199",0
"2200",0
"2201",0
"2202",0
"2203",1
"2204",0
"2205",0
"2206",0
"2207",0
"2208",0
"2209",0
"2210",0
"2211",0
"2212",0
"2213",0
"2214",0
"2215",0
"2216",0
"2217",0
"2218",0
"2219",0
"2220",0
"2221",0
"2222",0
"2223",0
"2224",0
"2225",0
"2226",0
"2227",0
"2228",0
"2229",0
"2230",0
"2231",0
"2232",0
"2233",0
"2234",0
"2235",0
"2236",0
"2237",0
"2238",0
"2239",0
"2240",1
"2241",1
"2242",0
"2243",0
"2244",0
"2245",0
"2246",0
"2247",0
"2248",1
"2249",1
"2250",1
"2251",0
"2252",0
"2253",0
"2254",1
"2255",0
"2256",0
"2257",0
"2258",0
"2259",0
"2260",0
"2261",0
"2262",1
"2263",0
"2264",1
"2265",0
"2266",0
"2267",0
"2268",0
"2269",0
"2270",1
"2271",1
"2272",0
"2273",0
"2274",0
"2275",0
"2276",0
"2277",0
"2278",0
"2279",0
"2280",0
"2281",0
"2282",0
"2283",0
"2284",1
"2285",1
"2286",0
"2287",0
"2288",0
"2289",0
"2290",0
"2291",0
"2292",0
"2293",1
"2294",0
"2295",0
"2296",0
"2297",0
"2298",0
"2299",0
"2300",1
"2301",1
"2302",0
"2303",0
"2304",1
"2305",1
"2306",0
"2307",0
"2308",0
"2309",1
"2310",0
"2311",0
"2312",0
"2313",0
"2314",1
"2315",0
"2316",0
"2317",0
"2318",1
"2319",0
"2320",1
"2321",0
"2322",0
"2323",0
"2324",0
"2325",0
"2326",0
"2327",0
"2328",0
"2329",0
"2330",0
"2331",0
"2332",0
"2333",0
"2334",1
"2335",1
"2336",1
"2337",1
"2338",1
"2339",1
"2340",0
"2341",0
"2342",1
"2343",0
"2344",1
"2345",0
"2346",1
"2347",1
"2348",0
"2349",0
"2350",0
"2351",1
"2352",1
"2353",1
"2354",1
"2355",0
"2356",0
"2357",0
"2358",1
"2359",1
"2360",1
"2361",0
"2362",1
"2363",1
"2364",1
"2365",1
"2366",1
"2367",1
"2368",0
"2369",0
"2370",1
"2371",1
"2372",0
"2373",1
"2374",0
"2375",0
"2376",0
"2377",0
"2378",1
"2379",0
"2380",1
"2381",1
"2382",0
"2383",0
"2384",0
"2385",0
"2386",1
"2387",0
"2388",0
"2389",0
"2390",0
"2391",1
"2392",0
"2393",0
"2394",1
"2395",1
"2396",0
"2397",0
"2398",0
"2399",0
"2400",0
"2401",0
"2402",0
"2403",1
"2404",1
"2405",0
"2406",0
"2407",0
"2408",0
"2409",0
"2410",0
"2411",0
"2412",1
"2413",1
"2414",0
"2415",0
"2416",0
"2417",0
"2418",0
"2419",0
"2420",0
"2421",0
"2422",0
"2423",0
"2424",1
"2425",0
"2426",0
"2427",1
"2428",0
"2429",0
"2430",0
"2431",0
"2432",1
"2433",0
"2434",0
"2435",0
"2436",1
"2437",0
"2438",0
"2439",0
"2440",0
"2441",0
"2442",0
"2443",0
"2444",1
"2445",0
"2446",0
"2447",0
"2448",0
"2449",0
"2450",0
"2451",0
"2452",1
"2453",1
"2454",1
"2455",1
"2456",1
"2457",0
"2458",1
"2459",1
"2460",1
"2461",1
"2462",0
"2463",1
"2464",0
"2465",0
"2466",1
"2467",0
"2468",1
"2469",1
"2470",1
"2471",1
"2472",0
"2473",0
"2474",0
"2475",0
"2476",1
"2477",0
"2478",0
"2479",0
"2480",0
"2481",0
"2482",0
"2483",0
"2484",0
"2485",0
"2486",0
"2487",1
"2488",0
"2489",0
"2490",0
"2491",0
"2492",1
"2493",0
"2494",0
"2495",0
"2496",0
"2497",0
"2498",0
